	I1block	I3block	offset_block
0	0.9964046331190388	0.9966473083285056	-0.21400580498933794
1	0.9942787765258506	0.9935824145793108	-0.2211724716560046
2	0.9938409600897478	0.9941154930356421	-0.22833913832267128
3	0.9940105858451114	0.9939844664315476	-0.23550580498933793
4	0.994704419159411	0.9949507844359698	-0.24267247165600464
5	0.9946234489085621	0.9948413974550234	-0.2498391383226713
6	0.993281227406155	0.9923751934517313	-0.25699959500074393
7	0.9933629700840718	0.9929322937751054	-0.2564995950007439
8	0.9944812831887776	0.9942221310112557	-0.2559995950007439
9	0.9932717362104894	0.9936307485061407	-0.2554995950007439
10	0.993834877013864	0.9944051834190311	-0.2549995950007439
11	0.9950742389770001	0.9953235518888628	-0.2544995950007439
12	0.9924296065102872	0.9930105354516535	-0.25399649000644686
13	0.9923489354783023	0.992149990993634	-0.2496631566731135
14	0.991654113032464	0.9915089310741356	-0.2453298233397802
15	0.994433795250516	0.9937810652940717	-0.24099649000644685
16	0.9927415099052355	0.9929270501007018	-0.23666315667311352
17	0.9944422013806099	0.9945127488953337	-0.2323298233397802
18	0.9928821889044671	0.9935249708786574	-0.22800796498537068
19	0.9923809941482048	0.9916653406422702	-0.237841298318704
20	0.9935655144811806	0.9933952712800264	-0.24767463165203735
21	0.9928450825610642	0.9927429005119937	-0.25750796498537065
22	0.9942662271355093	0.9937997694976876	-0.26734129831870396
23	0.9955951130189868	0.9946148747090034	-0.2771746316520373
24	0.9945446677204894	0.9938699626141232	-0.28700971998214725
25	0.994315987079277	0.9936206080991453	-0.2990097199821472
26	0.9943266662214435	0.9939539022193611	-0.3110097199821472
27	0.9928450074883438	0.9916267543343142	-0.3230097199821472
28	0.9934379593314488	0.9920307931706365	-0.33500971998214724
29	0.995009212211703	0.9935729745609275	-0.34700971998214725
30	0.9947943991521324	0.9935629109314229	-0.3590125549769402
31	0.9955811422311377	0.9940612384531382	-0.3745125549769402
32	0.9957391329511092	0.9942053930826994	-0.3900125549769402
33	0.9961029899593317	0.9938660034031622	-0.40551255497694016
34	0.996064349182474	0.9944997592728347	-0.42101255497694023
35	0.9959458622115662	0.9941009935800301	-0.4365125549769402
36	0.9973983236900881	0.9952602964049817	-0.45200000000000007
37	0.9970536300115701	0.9953196620431225	-0.452
38	0.997334408463947	0.9949431190317195	-0.45200000000000007
39	0.9988031271750776	0.9966050132799602	-0.452
40	0.9956493428095917	0.9920103857244885	-0.45200000000000007
41	0.9980739642705075	0.9954476686007678	-0.452
42	0.9976988171615419	0.9961265873894025	-0.45199959500074394
43	0.9965634874872594	0.9940696084332654	-0.4514995950007439
44	0.9975470629632371	0.9950758382588035	-0.45099959500074394
45	0.9984014605320232	0.9955043634960672	-0.4504995950007439
46	0.9961247947510892	0.993211547593969	-0.44999959500074393
47	0.9978358591528044	0.9957458610842626	-0.4494995950007439
48	0.9972997700246617	0.9929768443598995	-0.4490060749888421
49	0.9978583134116815	0.9955133911310696	-0.4565060749888421
50	0.9982288842278219	0.995819183324288	-0.46400607498884205
51	0.9967749963687703	0.9939745333092533	-0.471506074988842
52	0.9980219922971122	0.9943200016473108	-0.47900607498884207
53	0.9970730712101286	0.9944934012239112	-0.486506074988842
54	0.9967764143127534	0.9931783491554599	-0.49399662500619895
55	0.9972605152059811	0.9946153701423808	-0.48982995833953225
56	0.9973157512551093	0.9939448935671905	-0.4856632916728656
57	0.9977170364593827	0.9951061653962554	-0.48149662500619883
58	0.9974290965099208	0.9945657280909059	-0.47732995833953223
59	0.9979237078222474	0.9957272281934145	-0.4731632916728655
60	0.9940845265554661	0.9907452978733416	-0.4690078299856186
61	0.996445357063151	0.9926504366323157	-0.4786744966522853
62	0.9944429744268111	0.9910749849338975	-0.48834116331895194
63	0.996699012696745	0.9940592612929571	-0.49800782998561854
64	0.9972401266332069	0.9944788734705902	-0.5076744966522853
65	0.9968338858171263	0.9940431003897998	-0.517341163318952
66	0.9958731463041713	0.9922845466961496	-0.5269958150076867
67	0.9969777975938297	0.9943974098185644	-0.52182914834102
68	0.9965847062238298	0.9937093187309309	-0.5166624816743534
69	0.9974003796785973	0.9937482896265417	-0.5114958150076867
70	0.9961038993526683	0.9930528340726896	-0.50632914834102
71	0.9966484999095674	0.9936873391073585	-0.5011624816743533
72	0.998171346864603	0.9953194867622586	-0.4960082349848748
73	0.9982008141203337	0.9953269381726604	-0.5061749016515414
74	0.9975127947937791	0.9939456044569788	-0.5163415683182082
75	0.9983731360944542	0.9951888518028187	-0.5265082349848748
76	0.9974350251675256	0.9937158013064751	-0.5366749016515415
77	0.9981090784268168	0.9947239916817837	-0.5468415683182082
78	0.9974760479229866	0.9939837315873774	-0.5569985150027277
79	0.9981254138473651	0.9939169006252249	-0.5551651816693942
80	0.9983366534231333	0.9940716764607789	-0.553331848336061
81	0.999840144613544	0.9960040217953269	-0.5514985150027276
82	0.998604858062511	0.9946697189918661	-0.5496651816693943
83	0.9967263107314118	0.9937558289299004	-0.5478318483360609
84	0.9992666545733324	0.9951295199785468	-0.546002699995041
85	0.9978061580302611	0.994011101602806	-0.5493360333283743
86	0.9968073523135391	0.9926408710437781	-0.5526693666617077
87	0.9962323447751678	0.9917667429091066	-0.5560026999950409
88	0.9980496554973274	0.9942896266989282	-0.5593360333283743
89	0.9976933471370346	0.9936348585482638	-0.5626693666617076
90	0.9980023741369946	0.9937197446945328	-0.5660037799930574
91	0.9984871175081518	0.9943546089281275	-0.570670446659724
92	0.9997457191876294	0.9956539836367636	-0.5753371133263907
93	0.9975784784151221	0.993432005426191	-0.5800037799930573
94	0.9978125647184046	0.9939512678037201	-0.5846704466597239
95	0.9975109573754154	0.9934521858496979	-0.5893371133263906
96	0.9978510189318599	0.9934870170819841	-0.5939990550017357
97	0.9973064188075602	0.9934025502510558	-0.592832388335069
98	0.9954712320945358	0.9908257859589295	-0.5916657216684025
99	0.9960429391864996	0.9915784555359982	-0.5904990550017357
100	0.9956149087074234	0.991320626139338	-0.5893323883350691
101	0.9973644281456099	0.993935881679179	-0.5881657216684024
102	0.9975787783043302	0.9943979599809185	-0.5869991900014878
103	0.9956990042114567	0.9913032149628918	-0.5859991900014878
104	0.9964009169984546	0.991900531759403	-0.5849991900014878
105	0.9964870147639758	0.9925320418379393	-0.5839991900014878
106	0.9964292428578925	0.9920097101031741	-0.5829991900014878
107	0.9972397349796356	0.9930954527762063	-0.5819991900014878
108	0.9960295989008322	0.9923282909153516	-0.5810040499925614
109	0.9972550141833338	0.9922106856882211	-0.5860040499925613
110	0.9958783509147385	0.9917767565579393	-0.5910040499925614
111	0.9955386198089355	0.9913014706865774	-0.5960040499925614
112	0.9954193856409478	0.9914875984574822	-0.6010040499925614
113	0.9964602711724306	0.9917833650309305	-0.6060040499925613
114	0.996996462893064	0.9934593344836835	-0.6110002699995041
115	0.9961781051759147	0.9917723955467042	-0.6113336033328375
116	0.9970061701257106	0.9926238208610342	-0.6116669366661708
117	0.9958702955455612	0.9914270563366009	-0.6120002699995041
118	0.995308749797921	0.9894462640996025	-0.6123336033328375
119	0.9977962294761287	0.993772682751463	-0.6126669366661708
120	0.99626455396702	0.9921017417695658	-0.612997030005455
121	0.9973667769592359	0.9930388833262977	-0.6093303633387884
122	0.9955617922196539	0.9902846770290863	-0.6056636966721217
123	0.9960104058458614	0.9914819527108261	-0.6019970300054549
124	0.9978710298596758	0.9935389751098579	-0.5983303633387884
125	0.9960265460455519	0.9913004487065412	-0.5946636966721217
126	0.9963794795982397	0.9920283216535263	-0.5910040499925613
127	0.9970778341818691	0.9926426631672667	-0.5960040499925614
128	0.9955845108124509	0.9913489075738396	-0.6010040499925614
129	0.9943797657443999	0.989833861280291	-0.6060040499925614
130	0.9961442283168073	0.9916945500400558	-0.6110040499925614
131	0.9982410967372014	0.9942833015753477	-0.6160040499925614
132	0.996067858711037	0.9925900529526249	-0.6210002699995041
133	0.9962964755695464	0.991943237559619	-0.6213336033328374
134	0.9973995333914696	0.992878915539709	-0.6216669366661708
135	0.9961006449170243	0.9924388809669032	-0.6220002699995041
136	0.9975068742716724	0.9927859751698465	-0.6223336033328375
137	0.9970321590250236	0.9932505671980172	-0.6226669366661708
138	0.9946108511544509	0.9896224941300373	-0.622997030005455
139	0.9979044089262227	0.9929641630439248	-0.6193303633387884
140	0.9949148841400746	0.9908215061995732	-0.6156636966721217
141	0.996463435642717	0.9926773071865126	-0.6119970300054549
142	0.9956791424055444	0.9907575183425826	-0.6083303633387884
143	0.9971960311251795	0.9929067386932982	-0.6046636966721217
144	0.9948149193246301	0.98987487484615	-0.6009995950007438
145	0.9948245973899797	0.990886269469617	-0.6004995950007439
146	0.9966073152206532	0.9917172326294633	-0.599999595000744
147	0.9950959182039654	0.9905645216092499	-0.5994995950007438
148	0.9950256282177269	0.9906946303457169	-0.598999595000744
149	0.9976134161311285	0.99346503136235	-0.5984995950007439
150	0.9963656513947483	0.9915519590695171	-0.5980018899965286
151	0.9964629067069629	0.9924178747787785	-0.600335223329862
152	0.9967911452075993	0.992620635210779	-0.6026685566631953
153	0.9977390720273963	0.992938021823608	-0.6050018899965286
154	0.9955559399046073	0.9912587543630091	-0.607335223329862
155	0.996874200489583	0.9924186648905101	-0.6096685566631953
156	0.9976007967888261	0.9936383517694403	-0.6119991900014877
157	0.997534367220509	0.9928459960162731	-0.6109991900014877
158	0.9980525285564541	0.9934074014197295	-0.6099991900014878
159	0.9972438665860849	0.9929646855398155	-0.6089991900014877
160	0.9955021858778162	0.9911524694265668	-0.6079991900014878
161	0.9963917763370542	0.993264095315315	-0.6069991900014877
162	0.9974830266331818	0.9933114531854105	-0.6059978400039673
163	0.996048584932807	0.9914203584348367	-0.6033311733373007
164	0.9978117674919431	0.9934334238576348	-0.600664506670634
165	0.9965563586699303	0.9922440560395138	-0.5979978400039673
166	0.9945740514403869	0.9903084456468135	-0.5953311733373007
167	0.9963146095969877	0.9922394506861922	-0.592664506670634
168	0.9959848382599001	0.9919221534714854	-0.5899977050042152
169	0.9955463271453608	0.992056782704822	-0.5871643716708819
170	0.9966071298018137	0.9920898027335208	-0.5843310383375486
171	0.9959021861211469	0.9915106973757812	-0.5814977050042152
172	0.994403228755595	0.9906626960892374	-0.5786643716708819
173	0.9955705060759729	0.9916040167272483	-0.5758310383375486
174	0.996871667685935	0.9928494160845267	-0.5730051299905777
175	0.9960678205054845	0.9911866813864298	-0.579338463323911
176	0.9962302351319503	0.9921893871653912	-0.5856717966572444
177	0.9956903936982319	0.9912956227802415	-0.5920051299905777
178	0.9954439428541767	0.9909383076628995	-0.598338463323911
179	0.9937421671862716	0.9890076741096467	-0.6046717966572444
180	0.9977055495265732	0.9933650795189409	-0.6110103949809075
181	0.9967072220134399	0.9915695296970048	-0.6238437283142408
182	0.9953074025216575	0.9913994496942751	-0.6366770616475741
183	0.9987867422771709	0.9937397855363608	-0.6495103949809073
184	0.9970217314187306	0.9926323828900755	-0.6623437283142408
185	0.9981465289527155	0.9934426243980198	-0.6751770616475741
186	0.997592011140548	0.9916047283869621	-0.6880022949957848
187	0.9995437447591672	0.9947146660758838	-0.6908356283291182
188	0.9987630882001247	0.9930401732802674	-0.6936689616624515
189	0.9979204321249884	0.9924744435971096	-0.6965022949957846
190	0.9976611452752768	0.9919148602397653	-0.6993356283291181
191	1.0007626638747804	0.9957200010325973	-0.7021689616624515
192	0.9990232309142423	0.9934036779091509	-0.7050041849923134
193	0.9995246616336307	0.994259882159149	-0.7101708516589801
194	0.999339638871355	0.992836699740728	-0.7153375183256467
