time	ymintpow	YQ_i_AKNP_chan_11	YQ_i_AKNP_chan_12	YQ_i_AKNP_chan_13	YQ_W_AKNP_11	YQ_AKPM_WT_11	offset_svrk	offset_akpm
73800.296875	99.77101135253906	2574855168.0	2977139200.0	1490152768.0	98.31221008300781	92.40155792236328	6.7953901290893555	-27.02576518058777
74400.296875	99.77117919921875	2575756800.0	2977365760.0	1489564544.0	98.32342529296875	92.41348266601562	6.751161575317383	-27.054762840270996
75000.296875	99.77082824707031	2576712448.0	2977549824.0	1488782336.0	98.33377838134766	92.42402648925781	6.703861713409424	-27.087455987930298
75600.296875	99.77102661132812	2577754368.0	2977755904.0	1487953984.0	98.34530639648438	92.43374633789062	6.6445698738098145	-27.122819423675537
76200.296875	99.77099609375	2579019008.0	2977980928.0	1486888192.0	98.35872650146484	92.44459533691406	6.593018054962158	-27.166521549224854
76800.296875	99.7708969116211	2580163072.0	2978200320.0	1485968896.0	98.37129211425781	92.45719909667969	6.548868656158447	-27.20550000667572
77400.296875	99.77108764648438	2581186048.0	2978405120.0	1485190272.0	98.38294982910156	92.4690170288086	6.49350118637085	-27.23987102508545
78000.296875	99.77112579345703	2582361088.0	2978588160.0	1484155392.0	98.39498901367188	92.47997283935547	6.449197292327881	-27.281111478805542
78600.296875	99.7710952758789	2583382784.0	2978799360.0	1483415744.0	98.406982421875	92.49128723144531	6.381376266479492	-27.315011620521545
79200.296875	99.7708969116211	2584784128.0	2978968832.0	1482057408.0	98.42015075683594	92.50257110595703	6.327207565307617	-27.365759015083313
79800.296875	99.77083587646484	2586011392.0	2979202560.0	1481128704.0	98.4341812133789	92.51493835449219	6.271339416503906	-27.407023310661316
80400.296875	99.77099609375	2587232000.0	2979357440.0	1479935232.0	98.445556640625	92.52813720703125	6.214764595031738	-27.451220154762268
81000.296875	99.7709732055664	2588440064.0	2979522560.0	1478839872.0	98.45762634277344	92.538818359375	6.165939807891846	-27.494072914123535
81600.296875	99.77098083496094	2589528064.0	2979707392.0	1477969408.0	98.46961212158203	92.55017852783203	6.09928560256958	-27.531269192695618
82200.296875	99.77114868164062	2590923008.0	2979861248.0	1476619584.0	98.48274230957031	92.56143188476562	6.029717922210693	-27.581864595413208
82800.296875	99.7709732055664	2592427776.0	2980056576.0	1475257216.0	98.497802734375	92.57376861572266	5.98308801651001	-27.63528823852539
83400.296875	99.77112579345703	2593546496.0	2980271872.0	1474458432.0	98.51104736328125	92.58792877197266	5.913047790527344	-27.67237424850464
84000.296875	99.77098083496094	2594963968.0	2980363520.0	1472927168.0	98.52285766601562	92.60037231445312	5.862928867340088	-27.72582471370697
84600.296875	99.77099609375	2596076288.0	2980535552.0	1472022208.0	98.53497314453125	92.61148834228516	5.798567295074463	-27.764108777046204
85200.296875	99.77092742919922	2597430528.0	2980671744.0	1470713600.0	98.5477294921875	92.62287902832031	5.727735996246338	-27.81328558921814
85800.296875	99.77112579345703	2598964992.0	2980843264.0	1469286720.0	98.56272888183594	92.63487243652344	5.667314052581787	-27.86828875541687
86400.296875	99.77108764648438	2600337920.0	2981028096.0	1468108928.0	98.57708740234375	92.64895629882812	5.597492694854736	-27.91632115840912
87000.296875	99.77085876464844	2601800704.0	2981166592.0	1466693248.0	98.59085083007812	92.66246795654297	5.537391185760498	-27.96948254108429
87600.296875	99.77101135253906	2603114752.0	2981330176.0	1465539648.0	98.60435485839844	92.67539978027344	5.479763984680176	-28.01576554775238
88200.296875	99.77094268798828	2604382976.0	2981469696.0	1464377088.0	98.61690521240234	92.68809509277344	5.410236358642578	-28.06106209754944
88800.296875	99.77105712890625	2605818368.0	2981534208.0	1462735168.0	98.62799072265625	92.69988250732422	5.348973274230957	-28.116139769554138
89400.296875	99.77099609375	2607179008.0	2981660672.0	1461414912.0	98.64075469970703	92.71031188964844	5.281236171722412	-28.16559374332428
90000.296875	99.77068328857422	2608581632.0	2981752064.0	1459957120.0	98.65298461914062	92.72230529785156	5.208678722381592	-28.217825293540955
90600.296875	99.7708969116211	2610112512.0	2981865984.0	1458418688.0	98.6668472290039	92.73381805419922	5.154170989990234	-28.274187445640564
91200.296875	99.77099609375	2611358976.0	2982028288.0	1457370816.0	98.68009948730469	92.74684143066406	5.092884063720703	-28.31752598285675
91800.296875	99.77108764648438	2612639232.0	2982105344.0	1456046528.0	98.69132995605469	92.75928497314453	5.029251575469971	-28.365176916122437
92400.296875	99.77100372314453	2613977600.0	2982176256.0	1454637120.0	98.70281982421875	92.76985168457031	4.951401233673096	-28.415274620056152
93000.296875	99.77102661132812	2615568128.0	2982243840.0	1452920384.0	98.71607971191406	92.7806396484375	4.885219573974609	-28.475359082221985
93600.296875	99.77108764648438	2617006080.0	2982383360.0	1451597888.0	98.73027801513672	92.79312133789062	4.830172061920166	-28.526800870895386
94200.296875	99.77092742919922	2618251520.0	2982502144.0	1450450112.0	98.74254608154297	92.80647277832031	4.762567520141602	-28.5713791847229
94800.296875	99.7709732055664	2619631616.0	2982552064.0	1448952896.0	98.75398254394531	92.81800079345703	4.709880352020264	-28.62361967563629
95400.296875	99.77108764648438	2620822528.0	2982684416.0	1447914880.0	98.76628875732422	92.82874298095703	4.630779266357422	-28.665506839752197
96000.296875	99.77100372314453	2622415104.0	2982713856.0	1446113024.0	98.77877044677734	92.84031677246094	4.569117546081543	-28.726714849472046
96600.296875	99.77104187011719	2623778048.0	2982838784.0	1444843840.0	98.79206848144531	92.85203552246094	4.506844997406006	-28.77560555934906
97200.296875	99.7709732055664	2625116416.0	2982910208.0	1443448320.0	98.80370330810547	92.86454772949219	4.44510555267334	-28.825461864471436
97800.296875	99.77108764648438	2626411776.0	2982973696.0	1442095808.0	98.81494140625	92.87547302246094	4.39304256439209	-28.873786330223083
98400.296875	99.77092742919922	2627539456.0	2983056128.0	1440999552.0	98.82550048828125	92.88603973388672	4.323397159576416	-28.914833068847656
99000.296875	99.77092742919922	2628950272.0	2983063552.0	1439368384.0	98.83622741699219	92.89598083496094	4.252181529998779	-28.969481587409973
99600.296875	99.77104187011719	2630460160.0	2983129600.0	1437788288.0	98.84929656982422	92.90605926513672	4.205458164215088	-29.025885462760925
100200.296875	99.7710952758789	2631568896.0	2983271424.0	1436897664.0	98.86148071289062	92.9183578491211	4.136531829833984	-29.063913226127625
100800.296875	99.77098083496094	2632931328.0	2983203072.0	1435086400.0	98.86956787109375	92.9297866821289	4.088198184967041	-29.119524359703064
101400.296875	99.77100372314453	2634001664.0	2983307008.0	1434126336.0	98.88037109375	92.93738555908203	4.027458190917969	-29.157453775405884
102000.296875	99.7711181640625	2635227904.0	2983288576.0	1432649728.0	98.88912963867188	92.94754028320312	3.9618682861328125	-29.205676913261414
102600.296875	99.77103424072266	2636600320.0	2983301632.0	1431101440.0	98.89993286132812	92.9557876586914	3.9070773124694824	-29.258376359939575
103200.296875	99.77091217041016	2637825280.0	2983372288.0	1429891392.0	98.91121673583984	92.9659423828125	3.8449513912200928	-29.303231835365295
103800.296875	99.77108764648438	2639113472.0	2983408128.0	1428514240.0	98.92208862304688	92.97655487060547	3.7925851345062256	-29.351747035980225
104400.296875	99.77105712890625	2640250112.0	2983480064.0	1427414848.0	98.93278503417969	92.98677062988281	3.7431857585906982	-29.39307391643524
105000.296875	99.7708969116211	2641502976.0	2983582208.0	1426377728.0	98.94625854492188	92.9968032836914	3.684943199157715	-29.43686544895172
105600.296875	99.77088928222656	2642769152.0	2983616256.0	1425061952.0	98.95730590820312	93.00949096679688	3.6346349716186523	-29.484179615974426
106200.296875	99.7709732055664	2643894016.0	2983677184.0	1423953152.0	98.96769714355469	93.01986694335938	3.580002546310425	-29.525354504585266
106800.296875	99.77091217041016	2645029376.0	2983710208.0	1422752512.0	98.97740173339844	93.02963256835938	3.5227694511413574	-29.567918181419373
107400.296875	99.7710952758789	2646228736.0	2983733504.0	1421457792.0	98.98739624023438	93.03874969482422	3.4804224967956543	-29.613220691680908
108000.296875	99.7709732055664	2647196416.0	2983813632.0	1420579264.0	98.99705505371094	93.04814910888672	3.433825731277466	-29.64765727519989
108600.296875	99.77098083496094	2648176896.0	2983833088.0	1419522880.0	99.0052490234375	93.05722045898438	3.386312246322632	-29.684653878211975
109200.296875	99.77110290527344	2649167872.0	2983830016.0	1418396160.0	99.01296997070312	93.06493377685547	3.3292412757873535	-29.722818732261658
109800.296875	99.77112579345703	2650335232.0	2983832576.0	1417087552.0	99.0222396850586	93.07218170166016	3.2818093299865723	-29.767528176307678
110400.296875	99.7711181640625	2651362816.0	2983884032.0	1416063424.0	99.0316162109375	93.08090209960938	3.2430365085601807	-29.805201292037964
111000.296875	99.7711181640625	2652292864.0	2983974144.0	1415258816.0	99.04129028320312	93.08971405029297	3.196568012237549	-29.837778210639954
111600.296875	99.77100372314453	2653306368.0	2984010496.0	1414208704.0	99.05015563964844	93.09880828857422	3.1612110137939453	-29.875442385673523
112200.296875	99.77099609375	2654123520.0	2984070144.0	1413453824.0	99.05819702148438	93.1071548461914	3.1091561317443848	-29.904669523239136
112800.296875	99.77091217041016	2655256832.0	2984076800.0	1412239296.0	99.0677261352539	93.11470031738281	3.069587230682373	-29.9474835395813
113400.296875	99.77094268798828	2656160000.0	2984142336.0	1411415872.0	99.07670593261719	93.1236572265625	3.0305662155151367	-29.97969388961792
114000.296875	99.77108764648438	2657019904.0	2984176640.0	1410553920.0	99.08451843261719	93.13211059570312	2.992889881134033	-30.01132905483246
